case,hh_size,n_adult,n_child,age,disp_income_week,eq_scale,sex_code,emp_code,eth_code,mar_code,tenure_code,educ_code,region_code,lone_parent,sex_cat,emp_cat,eth_cat,mar_cat,tenure_cat,educ_cat,region_cat
1476,1.0,1.0,0.0,66.0,130.292,1.0,2.0,6.0,1.0,5.0,1.0,,1.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,LA (furnished unfurnished),,North East
1477,1.0,1.0,0.0,78.0,153.85,1.0,2.0,6.0,10.0,5.0,2.0,,7.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,Other ethnic group,Widowed,Hsng Assn (furnished unfrnish),,London
1478,3.0,3.0,0.0,52.0,1101.79,2.0,2.0,2.0,1.0,1.0,5.0,2.0,12.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,Northern Ireland
1479,2.0,2.0,0.0,32.0,908.67,1.5,2.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,West Midlands
1480,4.0,2.0,2.0,32.0,629.51,2.1,1.0,2.0,1.0,1.0,5.0,2.0,11.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Higher education qualification below degree level,Scotland
1481,2.0,2.0,0.0,60.0,793.23,1.5,1.0,2.0,1.0,1.0,7.0,6.0,4.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,GCSE D-G,East Midlands
1482,2.0,2.0,0.0,61.0,604.58,1.5,2.0,3.0,1.0,1.0,7.0,5.0,2.0,2.0,Female,Part-time employee,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,North West and Merseyside
1483,2.0,2.0,0.0,46.0,737.99,1.5,2.0,2.0,1.0,4.0,2.0,7.0,8.0,2.0,Female,Full-time employee,White,Single,Hsng Assn (furnished unfrnish),"Other, including foreign qualification below degree level",South East
1484,1.0,1.0,0.0,69.0,217.482,1.0,1.0,6.0,1.0,4.0,7.0,,2.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Single,Owned outright,,North West and Merseyside
1485,3.0,3.0,0.0,65.0,1630.56,2.0,1.0,2.0,1.0,1.0,5.0,1.0,6.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,Eastern
1486,1.0,1.0,0.0,47.0,331.46,1.0,1.0,2.0,1.0,4.0,3.0,6.0,5.0,2.0,Male,Full-time employee,White,Single,Priv. rented (unfurn),GCSE D-G,West Midlands
1487,2.0,2.0,0.0,77.0,524.46,1.5,1.0,6.0,1.0,1.0,7.0,,5.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,West Midlands
1488,1.0,1.0,0.0,29.0,480.77,1.0,1.0,7.0,3.0,4.0,3.0,1.0,4.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,Asian or Asian British,Single,Priv. rented (unfurn),Degree or equivalent,East Midlands
1489,2.0,2.0,0.0,53.0,549.45,1.5,2.0,2.0,1.0,7.0,5.0,5.0,8.0,2.0,Female,Full-time employee,White,Separated,Owned with mortgage,O-Level or GCSE A-C,South East
1490,1.0,1.0,0.0,51.0,234.55,1.0,1.0,3.0,1.0,4.0,3.0,3.0,8.0,2.0,Male,Part-time employee,White,Single,Priv. rented (unfurn),A-Levels/Highers,South East
1491,2.0,2.0,0.0,65.0,204.224,1.5,1.0,6.0,1.0,1.0,1.0,,4.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,LA (furnished unfurnished),,East Midlands
1492,1.0,1.0,0.0,62.0,391.35,1.0,2.0,2.0,1.0,7.0,2.0,1.0,11.0,2.0,Female,Full-time employee,White,Separated,Hsng Assn (furnished unfrnish),Degree or equivalent,Scotland
1493,4.0,4.0,0.0,20.0,500.0,2.5,1.0,7.0,1.0,4.0,4.0,3.0,3.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Single,Priv. rented (furnished),A-Levels/Highers,Yorkshire and the Humber
1494,2.0,2.0,0.0,26.0,788.46,1.5,2.0,7.0,1.0,4.0,4.0,1.0,11.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Single,Priv. rented (furnished),Degree or equivalent,Scotland
1495,4.0,4.0,0.0,53.0,1054.87,2.5,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,North West and Merseyside
1496,5.0,5.0,0.0,25.0,1553.28,2.5,1.0,2.0,3.0,1.0,5.0,1.0,8.0,2.0,Male,Full-time employee,Asian or Asian British,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,South East
1497,1.0,1.0,0.0,79.0,249.77,1.0,1.0,6.0,1.0,5.0,7.0,,3.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,Yorkshire and the Humber
1498,1.0,1.0,0.0,60.0,224.432,1.0,2.0,7.0,1.0,7.0,2.0,6.0,2.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Separated,Hsng Assn (furnished unfrnish),GCSE D-G,North West and Merseyside
1499,2.0,2.0,0.0,53.0,1630.56,1.5,2.0,2.0,1.0,3.0,5.0,1.0,8.0,2.0,Female,Full-time employee,White,Cohabitee,Owned with mortgage,Degree or equivalent,South East
1500,2.0,2.0,0.0,48.0,841.24,1.5,2.0,3.0,1.0,1.0,7.0,1.0,3.0,2.0,Female,Part-time employee,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,Yorkshire and the Humber
1501,5.0,3.0,2.0,68.0,749.3,2.6,2.0,3.0,1.0,7.0,7.0,,6.0,2.0,Female,Part-time employee,White,Separated,Owned outright,,Eastern
1502,2.0,2.0,0.0,64.0,1630.56,1.5,1.0,3.0,3.0,1.0,7.0,1.0,3.0,2.0,Male,Part-time employee,Asian or Asian British,Married and living with your husband/wife,Owned outright,Degree or equivalent,Yorkshire and the Humber
1503,2.0,2.0,0.0,57.0,892.632,1.5,2.0,2.0,1.0,3.0,5.0,2.0,11.0,2.0,Female,Full-time employee,White,Cohabitee,Owned with mortgage,Higher education qualification below degree level,Scotland
1504,2.0,2.0,0.0,70.0,256.95,1.5,1.0,6.0,1.0,1.0,3.0,,9.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Priv. rented (unfurn),,South West
1505,2.0,2.0,0.0,37.0,1197.5606,1.5,1.0,2.0,1.0,1.0,5.0,4.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,ONC National level/BTEC,South East
1506,4.0,3.0,1.0,47.0,360.49,2.3,1.0,7.0,3.0,1.0,3.0,,3.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,Asian or Asian British,Married and living with your husband/wife,Priv. rented (unfurn),,Yorkshire and the Humber
1507,2.0,2.0,0.0,63.0,506.502,1.5,2.0,6.0,1.0,1.0,7.0,3.0,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,A-Levels/Highers,North West and Merseyside
1508,5.0,5.0,0.0,22.0,784.362,3.0,2.0,7.0,1.0,4.0,3.0,3.0,9.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Single,Priv. rented (unfurn),A-Levels/Highers,South West
1509,2.0,2.0,0.0,32.0,1630.56,1.5,1.0,2.0,1.0,3.0,5.0,1.0,8.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,Degree or equivalent,South East
1510,1.0,1.0,0.0,69.0,143.85,1.0,1.0,6.0,1.0,6.0,1.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Divorced,LA (furnished unfurnished),,South East
1511,5.0,3.0,2.0,45.0,965.72,2.8,1.0,1.0,1.0,1.0,5.0,4.0,9.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,ONC National level/BTEC,South West
1512,2.0,2.0,0.0,56.0,255.77,1.5,1.0,7.0,1.0,1.0,5.0,1.0,2.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,North West and Merseyside
1513,2.0,2.0,0.0,51.0,336.06,1.5,1.0,1.0,1.0,8.0,5.0,7.0,7.0,2.0,Male,Self-employed,White,Civil Partner or Former Civil Partner,Owned with mortgage,"Other, including foreign qualification below degree level",London
1514,4.0,3.0,1.0,50.0,840.57,2.5,2.0,2.0,1.0,6.0,5.0,5.0,1.0,1.0,Female,Full-time employee,White,Divorced,Owned with mortgage,O-Level or GCSE A-C,North East
1515,4.0,2.0,2.0,43.0,1157.2,2.1,1.0,2.0,1.0,1.0,5.0,1.0,9.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,South West
1516,2.0,2.0,0.0,63.0,592.904,1.5,2.0,2.0,1.0,1.0,2.0,,6.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),,Eastern
1517,3.0,2.0,1.0,39.0,1220.78,1.8,1.0,2.0,1.0,1.0,5.0,6.0,8.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,GCSE D-G,South East
1518,1.0,1.0,0.0,52.0,257.49,1.0,2.0,3.0,1.0,5.0,7.0,5.0,7.0,2.0,Female,Part-time employee,White,Widowed,Owned outright,O-Level or GCSE A-C,London
1519,5.0,2.0,3.0,34.0,523.0,2.4,2.0,2.0,2.0,1.0,5.0,7.0,2.0,2.0,Female,Full-time employee,Mixed race,Married and living with your husband/wife,Owned with mortgage,"Other, including foreign qualification below degree level",North West and Merseyside
1520,2.0,1.0,1.0,27.0,109.0,1.3,2.0,7.0,1.0,7.0,3.0,7.0,8.0,1.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Separated,Priv. rented (unfurn),"Other, including foreign qualification below degree level",South East
1521,2.0,2.0,0.0,70.0,235.908,1.5,1.0,6.0,1.0,1.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South East
1522,2.0,2.0,0.0,53.0,349.3136,1.5,2.0,2.0,1.0,3.0,5.0,2.0,6.0,2.0,Female,Full-time employee,White,Cohabitee,Owned with mortgage,Higher education qualification below degree level,Eastern
1523,3.0,1.0,2.0,45.0,693.4826,1.6,2.0,2.0,1.0,7.0,7.0,7.0,7.0,1.0,Female,Full-time employee,White,Separated,Owned outright,"Other, including foreign qualification below degree level",London
1524,2.0,2.0,0.0,64.0,116.792,1.5,2.0,6.0,1.0,3.0,3.0,,5.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Cohabitee,Priv. rented (unfurn),,West Midlands
1525,1.0,1.0,0.0,80.0,186.78,1.0,1.0,6.0,1.0,5.0,7.0,,4.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,East Midlands
1526,2.0,2.0,0.0,69.0,398.934,1.5,1.0,6.0,1.0,1.0,7.0,8.0,2.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,No formal qualifications,North West and Merseyside
1527,1.0,1.0,0.0,80.0,496.172,1.0,1.0,6.0,1.0,4.0,7.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Single,Owned outright,,Eastern
1528,2.0,2.0,0.0,37.0,797.95,1.5,1.0,2.0,1.0,3.0,2.0,2.0,8.0,2.0,Male,Full-time employee,White,Cohabitee,Hsng Assn (furnished unfrnish),Higher education qualification below degree level,South East
1529,1.0,1.0,0.0,66.0,138.22,1.0,2.0,6.0,1.0,6.0,3.0,5.0,9.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Priv. rented (unfurn),O-Level or GCSE A-C,South West
1530,3.0,3.0,0.0,53.0,1047.6554,2.0,2.0,2.0,1.0,5.0,7.0,4.0,6.0,1.0,Female,Full-time employee,White,Widowed,Owned outright,ONC National level/BTEC,Eastern
1531,1.0,1.0,0.0,20.0,50.0,1.0,1.0,4.0,1.0,4.0,8.0,2.0,11.0,2.0,Male,Unemployed,White,Single,Rent free,Higher education qualification below degree level,Scotland
1532,1.0,1.0,0.0,80.0,208.174,1.0,2.0,6.0,1.0,5.0,7.0,,9.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,South West
1533,6.0,3.0,3.0,54.0,1156.09,2.9,1.0,2.0,10.0,1.0,5.0,7.0,2.0,2.0,Male,Full-time employee,Other ethnic group,Married and living with your husband/wife,Owned with mortgage,"Other, including foreign qualification below degree level",North West and Merseyside
1534,7.0,3.0,4.0,50.0,423.092,3.6,1.0,4.0,3.0,1.0,2.0,,7.0,2.0,Male,Unemployed,Asian or Asian British,Married and living with your husband/wife,Hsng Assn (furnished unfrnish),,London
1535,2.0,2.0,0.0,62.0,785.51,1.5,1.0,2.0,1.0,7.0,2.0,7.0,6.0,2.0,Male,Full-time employee,White,Separated,Hsng Assn (furnished unfrnish),"Other, including foreign qualification below degree level",Eastern
1536,1.0,1.0,0.0,76.0,177.342,1.0,1.0,6.0,1.0,6.0,1.0,,10.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Divorced,LA (furnished unfurnished),,Wales
1537,1.0,1.0,0.0,58.0,249.04,1.0,2.0,2.0,1.0,4.0,1.0,,8.0,2.0,Female,Full-time employee,White,Single,LA (furnished unfurnished),,South East
1538,2.0,2.0,0.0,71.0,304.6,1.5,1.0,6.0,1.0,1.0,7.0,,3.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Yorkshire and the Humber
1539,2.0,2.0,0.0,36.0,638.47,1.5,2.0,2.0,1.0,8.0,3.0,1.0,10.0,2.0,Female,Full-time employee,White,Civil Partner or Former Civil Partner,Priv. rented (unfurn),Degree or equivalent,Wales
1540,4.0,1.0,3.0,38.0,305.57,2.1,2.0,1.0,1.0,6.0,3.0,3.0,9.0,1.0,Female,Self-employed,White,Divorced,Priv. rented (unfurn),A-Levels/Highers,South West
1541,2.0,2.0,0.0,49.0,267.83,1.5,2.0,3.0,10.0,4.0,2.0,7.0,7.0,2.0,Female,Part-time employee,Other ethnic group,Single,Hsng Assn (furnished unfrnish),"Other, including foreign qualification below degree level",London
1542,1.0,1.0,0.0,38.0,521.05,1.0,2.0,2.0,1.0,4.0,5.0,1.0,10.0,2.0,Female,Full-time employee,White,Single,Owned with mortgage,Degree or equivalent,Wales
1543,4.0,3.0,1.0,47.0,1343.54,2.3,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,North East
1544,3.0,1.0,2.0,35.0,306.64,1.6,2.0,7.0,1.0,4.0,3.0,5.0,3.0,1.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Single,Priv. rented (unfurn),O-Level or GCSE A-C,Yorkshire and the Humber
1545,2.0,2.0,0.0,80.0,394.234,1.5,2.0,6.0,1.0,4.0,1.0,,7.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Single,LA (furnished unfurnished),,London
1546,2.0,1.0,1.0,36.0,631.84,1.3,2.0,2.0,1.0,4.0,5.0,1.0,11.0,1.0,Female,Full-time employee,White,Single,Owned with mortgage,Degree or equivalent,Scotland
1547,1.0,1.0,0.0,29.0,274.323,1.0,1.0,2.0,1.0,4.0,2.0,7.0,2.0,2.0,Male,Full-time employee,White,Single,Hsng Assn (furnished unfrnish),"Other, including foreign qualification below degree level",North West and Merseyside
1548,1.0,1.0,0.0,53.0,32.5,1.0,2.0,4.0,1.0,4.0,2.0,,2.0,2.0,Female,Unemployed,White,Single,Hsng Assn (furnished unfrnish),,North West and Merseyside
1549,2.0,2.0,0.0,73.0,1061.522,1.5,1.0,6.0,1.0,1.0,7.0,,7.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,London
1550,3.0,2.0,1.0,33.0,764.65,1.8,1.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,O-Level or GCSE A-C,North West and Merseyside
1551,2.0,2.0,0.0,57.0,312.55,1.5,1.0,1.0,1.0,1.0,5.0,1.0,8.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,South East
1552,3.0,2.0,1.0,36.0,1630.56,1.8,1.0,2.0,1.0,1.0,5.0,1.0,7.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,London
1553,1.0,1.0,0.0,51.0,98.48,1.0,1.0,1.0,3.0,7.0,8.0,3.0,9.0,2.0,Male,Self-employed,Asian or Asian British,Separated,Rent free,A-Levels/Highers,South West
1554,4.0,2.0,2.0,40.0,1268.2694,2.1,2.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,North West and Merseyside
1555,1.0,1.0,0.0,80.0,256.692,1.0,2.0,6.0,1.0,5.0,7.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,South East
1556,2.0,2.0,0.0,78.0,903.374,1.5,1.0,6.0,1.0,1.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South East
1557,3.0,3.0,0.0,50.0,818.99,2.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,North West and Merseyside
1558,3.0,3.0,0.0,50.0,1111.62,2.0,2.0,3.0,1.0,3.0,7.0,5.0,3.0,2.0,Female,Part-time employee,White,Cohabitee,Owned outright,O-Level or GCSE A-C,Yorkshire and the Humber
1559,2.0,2.0,0.0,71.0,402.84,1.5,1.0,6.0,1.0,1.0,7.0,,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,South East
1560,2.0,2.0,0.0,77.0,416.084,1.5,1.0,6.0,1.0,1.0,7.0,,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,Eastern
1561,3.0,2.0,1.0,24.0,192.3,1.8,2.0,7.0,1.0,3.0,1.0,5.0,3.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Cohabitee,LA (furnished unfurnished),O-Level or GCSE A-C,Yorkshire and the Humber
1562,3.0,1.0,2.0,28.0,308.68,1.6,2.0,4.0,1.0,4.0,3.0,1.0,6.0,1.0,Female,Unemployed,White,Single,Priv. rented (unfurn),Degree or equivalent,Eastern
1563,2.0,2.0,0.0,65.0,420.474,1.5,2.0,6.0,1.0,1.0,7.0,,2.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,,North West and Merseyside
1564,1.0,1.0,0.0,66.0,501.512,1.0,1.0,6.0,1.0,6.0,7.0,1.0,6.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Divorced,Owned outright,Degree or equivalent,Eastern
1565,3.0,3.0,0.0,67.0,873.32,2.0,1.0,6.0,1.0,1.0,7.0,7.0,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,"Other, including foreign qualification below degree level",South East
1566,2.0,1.0,1.0,42.0,487.34,1.3,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,Female,Full-time employee,White,Single,Hsng Assn (furnished unfrnish),Degree or equivalent,East Midlands
1567,3.0,3.0,0.0,55.0,957.69,2.0,2.0,1.0,1.0,1.0,7.0,5.0,10.0,2.0,Female,Self-employed,White,Married and living with your husband/wife,Owned outright,O-Level or GCSE A-C,Wales
1568,3.0,1.0,2.0,37.0,324.97,1.6,2.0,3.0,1.0,4.0,1.0,5.0,3.0,1.0,Female,Part-time employee,White,Single,LA (furnished unfurnished),O-Level or GCSE A-C,Yorkshire and the Humber
1569,3.0,3.0,0.0,56.0,715.69,2.0,1.0,3.0,1.0,1.0,5.0,1.0,7.0,2.0,Male,Part-time employee,White,Married and living with your husband/wife,Owned with mortgage,Degree or equivalent,London
1570,2.0,2.0,0.0,57.0,400.11,1.5,1.0,1.0,1.0,1.0,5.0,7.0,4.0,2.0,Male,Self-employed,White,Married and living with your husband/wife,Owned with mortgage,"Other, including foreign qualification below degree level",East Midlands
1571,1.0,1.0,0.0,73.0,262.03,1.0,2.0,6.0,1.0,5.0,7.0,,12.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,Northern Ireland
1572,3.0,3.0,0.0,47.0,1630.56,2.0,1.0,2.0,1.0,1.0,7.0,4.0,11.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned outright,ONC National level/BTEC,Scotland
1573,2.0,2.0,0.0,61.0,374.44,1.5,2.0,7.0,1.0,6.0,7.0,1.0,10.0,2.0,Female,Retired/unoccupied but under minimum NI Pension age,White,Divorced,Owned outright,Degree or equivalent,Wales
1574,1.0,1.0,0.0,67.0,506.472,1.0,1.0,6.0,1.0,5.0,7.0,5.0,8.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,O-Level or GCSE A-C,South East
1575,2.0,2.0,0.0,65.0,457.492,1.5,1.0,1.0,1.0,6.0,7.0,,6.0,2.0,Male,Self-employed,White,Divorced,Owned outright,,Eastern
1576,1.0,1.0,0.0,40.0,306.62,1.0,1.0,2.0,1.0,4.0,5.0,5.0,9.0,2.0,Male,Full-time employee,White,Single,Owned with mortgage,O-Level or GCSE A-C,South West
1577,1.0,1.0,0.0,52.0,650.26,1.0,1.0,7.0,1.0,6.0,5.0,,11.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Divorced,Owned with mortgage,,Scotland
1578,5.0,4.0,1.0,57.0,766.38,2.8,1.0,2.0,1.0,1.0,5.0,7.0,4.0,2.0,Male,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,"Other, including foreign qualification below degree level",East Midlands
1579,1.0,1.0,0.0,75.0,228.982,1.0,2.0,6.0,1.0,4.0,7.0,,8.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Single,Owned outright,,South East
1580,1.0,1.0,0.0,80.0,192.722,1.0,2.0,6.0,1.0,5.0,7.0,,1.0,2.0,Female,Retired/unoccupied and of minimum NI Pension age,White,Widowed,Owned outright,,North East
1581,3.0,3.0,0.0,61.0,654.92,2.0,1.0,7.0,1.0,1.0,7.0,4.0,3.0,2.0,Male,Retired/unoccupied but under minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,ONC National level/BTEC,Yorkshire and the Humber
1582,2.0,2.0,0.0,58.0,386.98,1.5,1.0,4.0,3.0,1.0,4.0,7.0,4.0,2.0,Male,Unemployed,Asian or Asian British,Married and living with your husband/wife,Priv. rented (furnished),"Other, including foreign qualification below degree level",East Midlands
1583,5.0,2.0,3.0,34.0,701.71,2.4,2.0,2.0,1.0,1.0,5.0,3.0,12.0,2.0,Female,Full-time employee,White,Married and living with your husband/wife,Owned with mortgage,A-Levels/Highers,Northern Ireland
1584,2.0,2.0,0.0,67.0,413.144,1.5,1.0,6.0,1.0,1.0,7.0,1.0,2.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Married and living with your husband/wife,Owned outright,Degree or equivalent,North West and Merseyside
1585,2.0,2.0,0.0,53.0,1139.2136,1.5,1.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,Male,Full-time employee,White,Cohabitee,Owned with mortgage,Degree or equivalent,North West and Merseyside
1586,1.0,1.0,0.0,76.0,460.32,1.0,1.0,6.0,1.0,4.0,7.0,,7.0,2.0,Male,Retired/unoccupied and of minimum NI Pension age,White,Single,Owned outright,,London
